THEME,Buddhist,Christian,Hindu,Jewish,Muslim,No religion/belief,Not known,Other,Prefer not to say,Sikh,total
RELIGIOUS BELIEF - APPLIED,1,1,0,0,0,8,7,2,6,0,25
