THEME,Circus,Combined Arts,Crafts,Dance,Design,Digital Media,Festival/Carnival,Film,Literature / Poetry / Spoken Word,Live Art,Music,Photography,Theatre,Visual Art,total
ARTFORM - APPLIED,0,8,1,2,0,0,1,0,1,0,1,2,2,2,20
