THEME,No. of  withdrawn by applicant,No. of  withdrawn by organisation,No. of funded individual artists,No. of funded organisations,No. of unsucessful artist applications,No. of unsucessful organisations applications,Total amount awarded to individual artists,Total amount awarded to organisations (£),total
RESULTS,1,0,3,7,5,2,24690,68109,92817
