Combined Arts,Crafts,Dance,Digital Media,Festival/Carnival ,Film,Literature / Poetry / Spoken Word,Music,Photography,Theatre,Visual Art 
4.0,1.0,1.0,2.0,1.0,2.0,1.0,7.0,2.0,1.0,5.0
