African,Any other white background,Caribbean,Chinese,Indian,Prefer not to say,White British,White English,White Scottish,White Welsh,White and Asian ,White and Black African,White and Black Caribbean 
1.0,8.0,2.0,1.0,1.0,8.0,7.0,64.0,3.0,3.0,1.0,1.0,1.0
