No. of  withdrawn by applicant ,No. of funded individual artists,No. of funded organisations,No. of unsucessful artist applications ,No. of unsucessful organisation applications ,Total amount awarded to individual artists (£),Total amount awarded to organisations(£),Total amount not awarded to individual artists (£),Total amount not awarded to organisations(£)
1.0,5.0,4.0,12.0,3.0,6473.0,3428.0,14897.0,3497.0
