THEME,Buddhist,Christian,Hindu,Jewish,Muslim,No religion/belief,Not known,Other,Prefer not to say,Sikh,total
RELIGIOUS BELIEF - APPLIED,3,15,0,10,9,61,527,2,37,0,664
