THEME,African,Any other Asian background,Any other Black background,Any other background,Any other mixed/multiple ethnic group,Any other white background,Arab,Asian or Asian British,Bangladeshi,Black or Black British,Caribbean,Chinese,Indian,Kashmiri,Mixed/ multiple ethnic group,Other ethnic groups,Pakistani,Prefer not to say,White,White British,White English,White Gypsy or Traveller,White Irish,White Northern Irish,White Scottish,White Welsh,White and Asian,White and Black African,White and Black Caribbean
ETHNIC ORIGIN - FUNDED,11,8,2,7,0,16,1,3,2,0,13,3,12,0,0,0,1,18,16,96,318,0,4,0,2,0,5,4,11
