THEME,Days employment for freelance artists and creatives,Learning or participation sessions,New cultural activities/products,Performances or exhibition days,Training opportunities,Volunteer opportunities,total
PROJECT OUTPUTS - FUNDED,172,44,51,350,30,59,706
