THEME,Circus,Combined Arts,Crafts,Dance,Design,Digital Media,Festival/Carnival,Film,Literature / Poetry / Spoken Word,Live Art,Music,Photography,Theatre,Visual Art
ARTFORM - APPLIED,0,8,0,4,0,0,1,2,1,2,5,0,8,3
