THEME,Days employment for freelance artists and creatives,Learning or participation sessions,New cultural activities/products,Performances or exhibition days,Training opportunities,Volunteer opportunities,total
PROJECT OUTPUTS - APPLIED,2323,91,79,7431,174,244,10342
