THEME,Buddhist,Christian,Hindu,Jewish,Muslim,No religion/belief,Not known,Other,Prefer not to say,Sikh,total
RELIGIOUS BELIEF - APPLIED,0,0,0,0,0,6,0,0,0,0,6
