THEME,No. of  withdrawn by applicant,No. of  withdrawn by organisation,No. of funded individual artists,No. of funded organisations,No. of unsucessful artist applications,No. of unsucessful organisations applications,Total amount awarded to individual artists,Total amount awarded to organisations (£)
RESULTS,0,0,0,5,0,0,0,17600
