Date build,Earliest date,Engagements with pupils not assigned to ward,Engagements with schools not assigned to ward,Percentage of Leeds schools engaged,Schools in Leeds,Schools not assigned to ward,Total pupil engagements,Total school engagements,Unique schools
2024-10-25,2022-11-01,2860,23,65.9%,346,31,35376,501,228
