THEME,African,Any other white background,Caribbean,Chinese,Indian,Prefer not to say,White British,White English,White Scottish,White Welsh,White and Asian,White and Black African,White and Black Caribbean
ETHNIC ORIGIN (APPLIED),1,8,2,1,1,8,7,64,3,3,1,1,1
