THEME,Circus,Combined Arts,Crafts,Dance,Design,Digital Media,Festival/Carnival,Film,Literature / Poetry / Spoken Word,Live Art,Music,Photography,Theatre,Visual Art
ARTFORM (INVITED),0,0,0,1,0,0,0,0,0,0,1,0,1,0
