THEME,Days employment for freelance artists and creatives,Learning or participation sessions,New cultural activities/products,Performances or exhibition days,Training opportunities,Volunteer opportunities,total
PROJECT OUTPUTS - FUNDED,222,83,252,490,53,105,1205
