THEME,Buddhist,Christian,Hindu,Jewish,Muslim,No religion/belief,Not known,Other,Prefer not to say,Sikh,total
RELIGIOUS BELIEF - FUNDED,0,14,0,0,0,17,18,1,13,0,63
