THEME,Circus,Combined Arts,Crafts,Dance,Design,Digital Media,Festival/Carnival,Film,Literature / Poetry / Spoken Word,Live Art,Music,Photography,Theatre,Visual Art,total
ARTFORM - APPLIED,0,5,1,1,0,2,3,4,2,0,11,2,4,8,43
