THEME,African,Any other Asian background,Any other Black background,Any other background,Any other mixed/multiple ethnic group,Any other white background,Arab,Asian or Asian British,Bangladeshi,Black or Black British,Caribbean,Chinese,Indian,Kashmiri,Mixed/ multiple ethnic group,Other ethnic groups,Pakistani,Prefer not to say,White,White British,White English,White Gypsy or Traveller,White Irish,White Northern Irish,White Scottish,White Welsh,White and Asian,White and Black African,White and Black Caribbean
ETHNIC ORIGIN - APPLIED,1,0,0,0,0,8,0,0,0,0,2,1,1,0,0,0,0,8,0,7,64,0,0,0,3,3,1,1,1
