THEME,No. of  withdrawn by applicant,No. of  withdrawn by organisation,No. of funded individual artists,No. of funded organisations,No. of unsucessful artist applications,No. of unsucessful organisation applications,Total amount awarded to individual artists (£),Total amount awarded to organisations(£),Total amount not awarded to individual artists (£),total
RESULTS,1,1,10,6,16,6,13773,6428,19704,39945
