THEME,Days employment for freelance artists and creatives,Learning or participation sessions,New cultural activities/products,Performances or exhibition days,Training opportunities,Volunteer opportunities,total
PROJECT OUTPUTS - APPLIED,757,234,365,942,233,241,2772
