THEME,Adel & Wharfdale,Alwoodley,Ardsley & Robin Hood,Armley,Beeston & Holbeck,Bramley & Stanningley,Burmantofts & Richmond Hill,Calverley & Farsley,Chapel Allerton,Cross Gates & Whinmoor,Farnley & Wortley,Garforth & Swillington,Gipton & Harehills,Guiseley & Rawdon,Harewood,Headingley & Hyde Park,Horsforth,Hunslet & Riverside,Killingbeck & Seacroft,Kippax & Methley,Kirkstall,Little London & Woodhouse,Middleton Park,Moortown,Morley North,Morley South,Otley & Yeadon,Pudsey,Rothwell,Roundhay,Temple Newsam,Total (should be equal to row 8),Weetwood,Wetherby
WARDS - APPLICANT BASED - FUNDED,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0
