THEME,African,Any other Asian background,Any other Black background,Any other background,Any other mixed/multiple ethnic group,Any other white background,Arab,Asian or Asian British,Bangladeshi,Black or Black British,Caribbean,Chinese,Indian,Kashmiri,Mixed/ multiple ethnic group,Other ethnic groups,Pakistani,Prefer not to say,White,White British,White English,White Gypsy or Traveller,White Irish,White Northern Irish,White Scottish,White Welsh,White and Asian,White and Black African,White and Black Caribbean
ETHNIC ORIGIN - APPLIED,2,6,4,8,5,26,0,0,1,3,9,2,13,0,1,1,3,29,18,23,181,0,6,1,2,0,1,5,1
