THEME,Buddhist,Christian,Hindu,Jewish,Muslim,No religion/belief,Not known,Other,Prefer not to say,Sikh,total
RELIGIOUS BELIEF - APPLIED,0,4,0,0,5,62,402,11,33,0,517
